_key,link,nutritional_info/Grasimi,nutritional_info/Valoare energetica,nutritional_info/Glucide,nutritional_info/Fibre,nutritional_info/Sodiu,nutritional_info/Proteine,nutritional_info/Grasimi saturate,Ingrediente,Alergeni
Ciocolata amaruie cu migdale si sare de mare 180g,https://www.mega-image.ro/Dulciuri-si-snacks/Ciocolata/Tablete/Ciocolata-amaruie-cu-migdale-si-sare-de-mare-180g/p/54515,35 g/100 g,539 kcal/100 g,44 g/100 g,N/A,0.51 g/100 g,7.4 g/100 g,18.2 g/100 g,"Masa de cacao, zahar, unt de cacao, MIGDALE 10%, sare de mare 0.5%, emulsifiant: lecitina de SOIA. Cacao: min.51%.","Contine migdale si soia. Poate contine urme de arahide, oua, gluten, lapte si alte fructe cu coaja lemnoasa."
Biscuiti cu ciocolata cu lapte 125g,https://www.mega-image.ro/Dulciuri-si-snacks/Napolitane-biscuiti-si-prajituri/Biscuiti-simpli/Biscuiti-cu-ciocolata-cu-lapte-125g/p/39099,26 g/100 g,511 kcal /100 g,61 g/100 g,2.6 g/100 g,0.4 g/100 g,7 g/100 g,16 g/100 g,"Zahar, faina de GRAU, unt de cacao, masa de cacao, LAPTE praf degresat, UNT 4%, LACTOZA, sirop de glucoza, UNT concentrat, agenti de afanare (carbonat acid de sodiu, carbonat acid de amoniu), emulsifiant (lecitina din SOIA), LAPTE praf integral, ZER dulce praf, sare, acidifiant (acid citric).","Gluten, soia si lapte. Produs intr-o fabrica in care se utilizeaza: fructe cu coaja lemnoasa."
Ciocolata cu lapte 300g,https://www.mega-image.ro/Dulciuri-si-snacks/Ciocolata/Tablete/Ciocolata-cu-lapte-300g/p/36771,31 g/100 g,537 kcal/100 g,57 g/100 g,N/A,0.23 g/100 g,6.5 g/100 g,20 g/100 g,"Zahar, unt de cacao, LAPTE praf integral, masa de cacao, LACTOZA, LAPTE praf degresat, emulsifiant: lecitina din SOIA, extract de malt de ORZ, arome. Ciocolata cu lapte contine substanta uscata de cacao 31% minimum, substanta uscata din lapte 20% minimum.","Contine lapte, soia si gluten. Poate contine alune, migdale si alte fructe cu coaja tare."
Praline asortate 180g,https://www.mega-image.ro/Dulciuri-si-snacks/Ciocolata/Praline-si-bomboane/Praline-asortate-180g/p/16708,21 g/100 g,470 kcal/100 g,63 g/100 g,N/A,0.08 g/100 g,6.2 g/100 g,11 g/100 g,"Zahar, amidon de GRAU, faina integrala de SOIA, sirop glucozat, unt de cacao, grasime de palmier, masa de cacao, sirop de glucoza-fructoza, pudra de LAPTE integral, LACTOZA, dextroza, ARAHIDE, ALUNE, emulsifiant: lecitina, agent de umezire: invertaza, ulei de SOIA, sirop caramel, coji de portocala, faina din orez, aroma, acidifiant: acid citric, sare. Masa de invelis de ciocolata: ciocolata cu lapte: cacao min.25%, ciocolata: cacao min.35%.","Contine gluten, soia, lapte, arahide si alune. Poate contine urme de alte fructe cu coaja lemnoasa."
Guma de mestecat Refreshers menta 15.6g,https://www.mega-image.ro/Dulciuri-si-snacks/Dropsuri-guma-si-jeleuri/Guma-de-mestecat/Guma-de-mestecat-Refreshers-menta-15-6g/p/20002,0 g/100 g,160 kcal/100 g,67 g/100 g,N/A,0 g/100 g,0 g/100 g,N/A,"Indulcitori Xilitol, sorbitol, manitol, aspartam, sucraloza, acesulfam-K, baza de guma, arome, agent de ingrosare (guma arabica), uleiuri de menta (1%), emulsifiant (lecitina din SOIA), agent de glazurare ceara de carnauba, antioxidant (BHA), colorant E133.",N/A
Prajitura amandina 250g,https://www.mega-image.ro/Dulciuri-si-snacks/Napolitane-biscuiti-si-prajituri/Prajituri-si-rulade/Prajitura-amandina-250g/p/77179,14 g/100 g,399 kcal/100 g,63 g/100 g,N/A,0.4 g/100 g,5.2 g/100 g,7 g/100 g,"Sirop de zahar invertit, faina alba de GRAU, zahar OUA, uleiuri vegetale(palmier, floarea soarelui), glucoza, amidon de porumb, apa, dextroza, cacao 2%, emulgatori: mono si digliceride ale acizilor grasi, lecitina de SOIA, alcool etilic, agenti de afanare: bicarbonat de sodiu, bicarbonat de amoniu, grasime vegetala hidrogenata de palmier, sare iodata, arome.","Grau, oua, soia. Produsul poate contine urme de nuca, arahide."
Prajitura Alba ca Zapada 250g,https://www.mega-image.ro/Dulciuri-si-snacks/Napolitane-biscuiti-si-prajituri/Prajituri-si-rulade/Prajitura-Alba-ca-Zapada-250g/p/77178,10.8 g/100 g,382 kcal/100 g,66.4 g/100 g,N/A,0.4 g/100 g,4.9 g/100 g,4.1 g/100 g,"Sirop de zahar invertit, faina alba de GRAU, zahar de OUA, uleiuri vegetale(palmier, floarea soarelui), glucoza, amidon de porumb, dextroza, LAPTE praf, apa, emulgatori: mono si digliceride ale acizilor grasi, lecitina de SOIA, alcool etilic, agenti de afanare: bicarbonat de sodiu, bicarbonat de amoniu, sare iodata, arome, conservant: sorbat de potasiu.","Lapte, soia, grau, oua. Produsul poate contine urme de nuca, arahide."
"Nuga cu migdale, merisoare si fistic 100g",https://www.mega-image.ro/Dulciuri-si-snacks/Napolitane-biscuiti-si-prajituri/Nuga-halva-si-rahat/Nuga-cu-migdale-merisoare-si-fistic-100g/p/99940,9.26 g/100 g,395 kcal/100 g,69.22 g/100 g,N/A,0.040 g/100 g,5.26 g/100 g,0.77 g/100 g,"Zahar, sirop de glucoza, MIGDALE 10%, merisoare 5% (merisor taiat, zahar, ulei de floarea soarelui), FISTIC 3.5%, foi de napolitane (faina de GRAU, ulei vegetal de palmier, agent de afanare (carbonat acid de sodiu), sare iodata), amidon din porumb, praf de albus de OU, arome.","Migdale, fistic, grau, ou. Poate contine urme de nuca si arahide."
Ciocolata cu visine si polen 100g,https://www.mega-image.ro/Dulciuri-si-snacks/Ciocolata/Tablete/Ciocolata-cu-visine-si-polen-100g/p/1978,34 g/100 g,520 kcal/100 g,45 g/100 g,N/A,0.04 g/100 g,7 g/100 g,19 g/100 g,"Masa de cacao 72%, nectar granulat din flori de cocos, unt de cacao, visine deshidratate 10%, POLEN de albine 5%.",Contine polen de albine. Poate contine urme de fructe cu coaja tare.
Jeleuri cu fructe cu aroma de mure si capsuni 90g,https://www.mega-image.ro/Dulciuri-si-snacks/Dropsuri-guma-si-jeleuri/Jeleuri-si-caramele/Jeleuri-cu-fructe-cu-aroma-de-mure-si-capsuni-90g/p/14998,0.07 g/100 g,183 kcal/100 g,86.33 g/100 g,0.11 g/100 g,0.20 g/100 g,0.94 g/100 g,0.01 g/100 g,"Indulcitori: sirop maltitol, maltitol, glucoza de Stevia, thaumatin, apa, suc de lamaie, acid citric, agent gelifiant: pectina, coloranti: extracte vegetale (morcov, Sofranel, morcov negru, hibiscus, dovleac), arome naturale.",N/A
Guma de mestecat Professional Strong Mint 16.8g,https://www.mega-image.ro/Dulciuri-si-snacks/Dropsuri-guma-si-jeleuri/Guma-de-mestecat/Guma-de-mestecat-Professional-Strong-Mint-16-8g/p/55115,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Seminte de dovleac 100g,https://www.mega-image.ro/Dulciuri-si-snacks/Seminte-alune-si-fructe-uscate/Seminte/Seminte-de-dovleac-100g/p/87543,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Seminte de dovleac de calitate superioara, sare iodata (5%).",N/A
Spirale apero cu masline 100g,https://www.mega-image.ro/Dulciuri-si-snacks/Popcorn-covrigei-si-pufuleti/Covrigei-si-mixuri/Spirale-apero-cu-masline-100g/p/28168,18 g/100 g,467 kcal/100 g,62 g/100 g,4.6 g/100 g,2.4 g/100 g,12 g/100 g,8.5 g/100 g.,"Faina de GRAU(86%),pasta de masline(masline verzi(13.9%),masline negre(0.8%),sare,capere,ULEI de floarea-soarelui,usturoi,busuioc,piper negru,oregano,chimen dulce),UNT(11%),drojdie,UlEI de masline(3%),LAPTE praf degresat,sare,extract de malt de ORZ,cacao pudra,pudra de acerola pe suport de amidon de manioc.","Grau, unt,lapte.Poate contine fragmente de samburi de masline."
Ciocolata cu lapte si crema de fistic 100g,https://www.mega-image.ro/Dulciuri-si-snacks/Ciocolata/Tablete/Ciocolata-cu-lapte-si-crema-de-fistic-100g/p/83631,37 g/100 g,570 kcal/100 g,53 g/100 g,N/A,0.113 g/100 g,6 g/100 g,21 g/100 g,"Zahar, unt de cacao, LAPTE praf integral, masa de cacao, ALUNE (27% in crema alune-nugat), LACTOZA, MIGDALE (29% in crema de fistic-martipan), sirop de zahar invertit, FISTIC (3% in crema de fistic-martipan), crema praf, grasime din UNT, umectant (sorbitol si invertaza), emulgator: lecitina din floarea soarelui, alcool, brandy de fructe.","Lapte, migdale, fistic. Paote contine urme de grau, ou, soia."
Grisine Saltelli 100g,https://www.mega-image.ro/Dulciuri-si-snacks/Popcorn-covrigei-si-pufuleti/Covrigei-si-mixuri/Grisine-Saltelli-100g/p/97413,12 g/100 g,432 kcal/ 100 g,67.0 g/ 100 g,4.0 g/ 100 g,1061 mg/100 g,12.0 g/ 100 g,12 g/100 g,"Faina de GRAU,ulei floarea soarelui inalt oleic (9.5%), sare, drojdie , ulei extravirgin de masline(1.5%), faina de ORZ maltat.",Contine gluten. Poate contine urme de susan.
Miez din seminte de dovleac crud 150g,https://www.mega-image.ro/Dulciuri-si-snacks/Seminte-alune-si-fructe-uscate/Seminte/Miez-din-seminte-de-dovleac-crud-150g/p/13890,47.60 g/100 g,577 kcal/100 g,1.80 g/100 g,5.80 g/100 g,< 0.01 g/100 g,32.40 g/100 g,8.50 g/100 g,N/A,"Poate contine urme de nuca, migdale, alune de padure, nuci caju, fistic, dioxid de sulf, sulfiti."
"Mix nuci, merisoare, migdale si stafide 150g",https://www.mega-image.ro/Dulciuri-si-snacks/Seminte-alune-si-fructe-uscate/Mixuri-cu-fructe-uscate/Mix-nuci-merisoare-migdale-si-stafide-150g/p/13855,30.80 g/100 g,480 kcal/100 g,35.10 g/100 g,10 g/100 g,0.02 g/100 g,10.50 g/100 g,2.60 g/100 g,"Miez de NUXA 30%, merisoare indulcite 30% (merisoare 60%, zahar, ulei de floarea soarelui), MIGDALE 20%, stafide 20% (stafide 99.5%, ulei de floarea soarelui, conservant: DIOXID DE SULF).","Nuca, migdale, dioxid de sulf. Poate contine urme de alune de padure, nuci caju, fistic."
Mix merisoare si caju 150g,https://www.mega-image.ro/Dulciuri-si-snacks/Seminte-alune-si-fructe-uscate/Mixuri-cu-fructe-uscate/Mix-merisoare-si-caju-150g/p/13843,10.4 g/100 g,374 kcal/100 g,62 g/100 g,6.7 g/100 g,0.01 g/100 g,4.7 g/100 g,N/A,"Merisoare indulcite 70%(merisoare 60%, zahar, ulei de floarea soarelui), NUCI CAJU 30%.","Poate contine urme de NUCA, MIGDALE, ALUNE DE PADURE, FISTIC, DIOXID DE SULF siSULFATI."
"Mix migdale, alune de padure, nuci, coapte, fara sare 150g",https://www.mega-image.ro/Dulciuri-si-snacks/Seminte-alune-si-fructe-uscate/Mixuri-cu-fructe-uscate/Mix-migdale-alune-de-padure-nuci-coapte-fara-sare-150g/p/13775,60.5 g/100 g,671 kcal/100 g,4 g/100 g,9.9 g/100 g,<0.01 g/100 g,22.7 g/100 g,4.6 g/100 g,N/A,"Poate contine urme de NUCI CAJU, FISTIC, DIOXID DE SULF si SULFITI."
Praline de ciocolata umplute cu vodka si capsuni 150g,https://www.mega-image.ro/Dulciuri-si-snacks/Ciocolata/Praline-si-bomboane/Praline-de-ciocolata-umplute-cu-vodka-si-capsuni-150g/p/27261,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Bomboane de ciocolata cu lapte, cu crema de alune de padure 150g",https://www.mega-image.ro/Dulciuri-si-snacks/Ciocolata/Praline-si-bomboane/Bomboane-de-ciocolata-cu-lapte-cu-crema-de-alune-de-padure-150g/p/33755,35 g/100 g,553 kcal/100 g,47 g/100 g,N/A,0.13 g/100 g,8.1 g/100 g,18 g/100 g,"Zahar, LAPTE, unt de cacao, ALUNE (10%), masa de cacao, LAPTE praf integral, ZER pudra, grasimi vegetale (palmier, shea), faina de GRAU, amidon de porumb, emulsifiant (lecitina inclusiv SOIA), sare, arome.","Contine lapte, alune, gluten si soia. Poate contine urme de nuci."
Pufuleti eco cu mar si capsune 30g,https://www.mega-image.ro/Dulciuri-si-snacks/Popcorn-covrigei-si-pufuleti/Snacks-uri-si-pufuleti/Pufuleti-eco-cu-mar-si-capsune-30g/p/36622,N/A,N/A,N/A,N/A,N/A,N/A,1.90 g/100 g,"Porumb 57% (faina si/sau malai), faina de orez, ulei de floarea soarelui, mar deshidratat 6.5% (contine faina de orez), capsuni deshidratate 3.5%, vitamina B1 <0.1%.",N/A
Pufuleti eco cu morcovi si mar 30g,https://www.mega-image.ro/Dulciuri-si-snacks/Popcorn-covrigei-si-pufuleti/Snacks-uri-si-pufuleti/Pufuleti-eco-cu-morcovi-si-mar-30g/p/36613,15 g/100 g,414 kcal/100 g,62 g/100 g,3.70 g/100 g,0.02 g/100 g,6 g/100 g,1.90 g/100 g,"Porumb 75% (faina si/sau malai), ulei de floarea soarelui, morcov deshidratat 5.2%, mar deshidratat 5.2% (contine faina de orez), vitamina B1 ,0.1%.",N/A
Pufuleti eco cu morcovi si dovleac 30g,https://www.mega-image.ro/Dulciuri-si-snacks/Popcorn-covrigei-si-pufuleti/Snacks-uri-si-pufuleti/Pufuleti-eco-cu-morcovi-si-dovleac-30g/p/36605,15 g/100 g,404 kcal/100 g,59 g/100 g,3.70 g/100 g,0.03 g/100 g,6.50 g/100 g,1.90 g/100 g,"Porumb 75% (faina si/sau malai), ulei de floarea soarelui, morcov deshidratat 5.20%, dovleac deshidratat 5.2%, vitamina B1 <0.1%.",N/A
Mini trufe de ciocolata cu Original Irish Cream 102g,https://www.mega-image.ro/Dulciuri-si-snacks/Ciocolata/Praline-si-bomboane/Mini-trufe-de-ciocolata-cu-Original-Irish-Cream-102g/p/38122,40.7 g/100 g,575 kcal/100 g,45.2 g/100 g,1.3 g/100 g,0.2 g/100 g,5 g/100 g,24.3 g/100 g,"zahar, unt de cacao, LAPTE praf integral, uleiuri vegetale (ulei de palmier, ulei de rapita, ulei de floarea soarelui), lichior Original Baileys Irish Cream (8%) (contine LAPTE), masa de cacao, apa, LAPTE evaporat, LAPTE praf degresat, sirop de glucoza, agent de umectare (sorbitol sirop), dextroza, emulsifiant (lecitina de SOIA), arome. Ciocolata cu lapte contine substanta uscata de cacao 37% minimum, substanta uscata din lapte 14% minimum. Contine alcool <1%.",Contine lapte si soia. Poate contine urme de fructe cu coaja lemnoasa.
Trufe de ciocolata cu lichior si caramel sarat 102g,https://www.mega-image.ro/Dulciuri-si-snacks/Ciocolata/Praline-si-bomboane/Trufe-de-ciocolata-cu-lichior-si-caramel-sarat-102g/p/38123,30 g/100 g,495 kcal/100 g,53 g/100 g,1.3 g/100 g,0.4 g/100 g,3.1 g/100 g,18 g/100 g,"zahar, sirop de glucoza, unt de cacao, unt nesarat (LAPTE), LAPTE praf integral, SMANTANA (LAPTE), masa de cacao, lichior Original Baileys Irish Cream (2.5%), arome, sare de mare, emulsifiant (lecitina de SOIA). Ciocolata cu lapte contine substanta uscata de cacao min. 37%, substanta uscata de lapte min.14%.",Contine lapte si soia. Acest produs contine alcool <0.5%.
Chipsuri cu sare de Himalaya 125g,https://www.mega-image.ro/Dulciuri-si-snacks/Chipsuri/Sare/Chipsuri-cu-sare-de-Himalaya-125g/p/38501,27.10 g/100 g,451 kcal/100 g,41.90 g/100 g,N/A,2 g/100 g,6.60/100 g,3.90 g/100 g,"Cartofi, ulei de masline extra virgin 55%, sare roz de Himalaya 2%.","Poate contine urme de gluten, peste, lapte si derivati."
Chipsuri cu jambon iberic 125g,https://www.mega-image.ro/Dulciuri-si-snacks/Chipsuri/Alte-arome/Chipsuri-cu-jambon-iberic-125g/p/38486,27.1 g/100 g,456 kcal/100 g,42.8 g/100 g,N/A,0.89 g/100 g,7 g/100 g,3.3 g/100 g,"Cartofi, ulei de floarea soarelui, sare si aroma de jambon iberic (contine LAPTE si SOIA)","Contine lapte si soia. Poate contine urme de peste, gluten, lapte si derivati."
Crackers cu ulei de masline 180g,https://www.mega-image.ro/Dulciuri-si-snacks/Popcorn-covrigei-si-pufuleti/Covrigei-si-mixuri/Crackers-cu-ulei-de-masline-180g/p/38563,15 g/100 g,451 kcal/100 g,69 g/100 g,2.7 g/100 g,2.20 g/100 g,8.6 g/100 g,1.7 g/100 g,"Faina de GRAU, faina de orez, amidon de porumb, ulei de masline 7%, ulei de floarea soarelui, sare de mare, agenti de afanare: bicarbonat de amoniu.","Contine gluten. Poate contine urme de oua, soia, lapte, fructe cu coaja lemnoasa."
Biscuiti Black & White 176g,https://www.mega-image.ro/Dulciuri-si-snacks/Napolitane-biscuiti-si-prajituri/Biscuiti-cu-crema/Biscuiti-Black-and-White-176g/p/38617,20.2 g/100 g,480 kcal/100 g,67.7 g/100 g,3.2 g/100 g,0.38 g/100 g,5.7 g/100 g,9.3 g/100 g,"faina de GRAU (gluten), crema cu aroma de vanilie 29% (zahar, ulei si grasime vegetala (palmier), dextroza, ZER pudra (LAPTE), emulsifiant (lecitina de rapita), aroma), zahar, uleiuri vegetale (palmier, rapita, samburi de palmier), pudra de cacao 7% (origine: din afara UE), sare, agenti de afanare (bicarbonat de sodiu, bicarbonat de amoniu), OUA, aroma.","Contine gluten, lapte, oua. Poate contine urme de fructe cu coaja lemnoasa, arahide, alte cereale care contin gluten (secara, ovaz, orz si alac)."
Prajitura casei cu ciocolata si alune 350g,https://www.mega-image.ro/Dulciuri-si-snacks/Napolitane-biscuiti-si-prajituri/Prajituri-si-rulade/Prajitura-casei-cu-ciocolata-si-alune-350g/p/40145,18 g/100 g,388 kcal/100 g,51 g/100 g,N/A,0.85 g/100 g,6 g/100 g,7.40 g/100 g,"Faina alba de GRAU, zahar, grasime vegetala (palmier), apa, crema ciocolata cu ALUNE DE PADURE 14% (sirop de glucoza, zahar, apa, pasta de ALUNE DE PADURE 8%, ulei de floarea soarelui, dextroza, ciocolata neagra 4% (cacao, zahar, emulsifiant:lecitina din SOIA), cacao pudra, LAPTE praf degresat, ZER praf, alcool etilic 1%, agent gelatizant: pectina, conservant: sorbat de potasiu, emulsifianti:mono si digliceride ale acizilor grasi, sare, arome, colorant:dioxid de titan), praf de OU, sirop de glucoza, cacao pudra cu continut redus de grasime 2%, zahar brun, zahar ars, agenti de umezire: sorbitol, glicerina, agenti de afanare: difosfat disodic, bicarbonat de sodiu, emulsifianti: esteri mono, di si poligliceridici ai acizilor grasi, agenti de ingrosare: amidon modificat de porumb, guma xantan, sare de mare, corector de aciditate: acid citric, celuloza, conservant: sorbat de potasiu, colorant: caramel, arome.","Grau, alune de padure, soia, lapte, ou."
Biscuiti ciocolata alba si zmeura 250g,https://www.mega-image.ro/Dulciuri-si-snacks/Napolitane-biscuiti-si-prajituri/Piscoturi-si-fursecuri/Biscuiti-ciocolata-alba-si-zmeura-250g/p/42244,21 g/100 g,490 kcal/100 g,67 g/100 g,N/A,0.46 g/100 g,5.60 g/100 g,11 g/100 g,"Faina de GRAU, zahar, grasime vegetala ( pamier), ciocolata alba 10% (zahar, unt de cacao, LAPTE praf integral, ZER pudra (din LAPTE), LACTOZA (derivata din LAPTE de vaca), emulsifiant:lecitina din floarea soarelui, extract de vanilie), fulgi de OVAZ, LACTOZA (derivata din LAPTE de vaca), zmeura deshidratata 1%, aroma, sare, agenti de afanare (bicarbonat de amoniu, bicarbonat de sodiu).","Lapte, gluten. Poate contine urme de alune, nuci Macadamia, nuci pecan, oua."
Bomboane de ciocolata alba 300g,https://www.mega-image.ro/Dulciuri-si-snacks/Ciocolata/Praline-si-bomboane/Bomboane-de-ciocolata-alba-300g/p/45326,38.30 g/100 g,577 kcal/100 g,47.30 g/100 g,N/A,0.381 g/100 g,10.30 g/100 g,22.50 g/100 g,"Ciocolata alba 50,5% (LAPTE praf degresat, unt de cacao, zahar, UNT deshidratat, emulgator: lecitina (SOIA), vanilina), zahar, LAPTE praf degresat (13,5%), ulei de palmier, ALUNE DE PADURE (5,8%), UNT deshidratat, agenti de glazurare (guma arabica, selac), sirop de glucoza, emulgator: lecitina (SOIA), arome, vanilina.","Lapte, soia, alune de padure."
Drajeuri gumate Rainbow 37.5g,https://www.mega-image.ro/Dulciuri-si-snacks/Dropsuri-guma-si-jeleuri/Drajeuri/Drajeuri-gumate-Rainbow-37-5g/p/36571,1.90 g/100 g,388 kcal/100 g,92 g/100 g,N/A,0.10 g/100 g,N/A,1.70 g/100 g,"Zahar, sirop de glucoza, suc de fructe in proportii variabile ( zmeura, pepene verde, capsuni, mere, portocale, grapefruit, afine) 2%, ulei de cocos, acidifiant (acid citric), amidon, arome, maltodextrina, unt de cacao, agenti de ingrosare ( guma gellan, guma de celuloza, guma arabica), emulsifiant (esteri ai zaharozei cu acizi grasi), agent de glazurare ( ceara de carnauba), coloranti.",N/A
Covrigi integrali 200g,https://www.mega-image.ro/Dulciuri-si-snacks/Popcorn-covrigei-si-pufuleti/Covrigei-si-mixuri/Covrigi-integrali-200g/p/46416,18 g/100 g,457 kcal/100 g,60 g/100 g,4 g/100 g,2.40 g/100 g,9.60 g/100 g,2.20 g/100 g,"Faina de GRAU tanarde tip OO, faina integrala din GRAU tanar 33%, vin alb (contine SULFITI), ulei de masline, ulei extra virgin de masline 6%, sare.","Gluten, sulfiti. Poate contine urme de soia, seminte de susan, derivati din lapte."
Ciocolata lapte cu crema cu lapte 90g,https://www.mega-image.ro/Dulciuri-si-snacks/Ciocolata/Tablete/Ciocolata-lapte-cu-crema-cu-lapte-90g/p/47794,34 g/100 g,554 kcal/100 g,56 g/100 g,N/A,0.16 g/100 g,5.80 g/100 g,22 g/100 g,N/A,"Lapte, soia. Poate contine urme de fructe cu coaja lemnoasa si gluten."
Bomboane cu gust de caramel 32g,https://www.mega-image.ro/Dulciuri-si-snacks/Dropsuri-guma-si-jeleuri/Dropsuri-si-acadele/Bomboane-cu-gust-de-caramel-32g/p/679,7.9g/100g,288kcal/100g,87.1g/100g,N/A,0.44g/100g,0.6g/100g,N/A,"isomalt (84%), apa, crema de LAPTE (8%), UNT (6%), zer pudra, arome, sare, emulgator: lecitina din SOIA, indulcitori: acesulfam K. Contine zaharuri prezente in mod natural.","LAPTE. Produsul poate contine urme de nuci, alune, seminte de susan. Consumul excesiv poate avea efecte laxative."
Chipsuri cu ierburi mediteraneene 160g,https://www.mega-image.ro/Dulciuri-si-snacks/Chipsuri/Alte-arome/Chipsuri-cu-ierburi-mediteraneene-160g/p/828,32 g/100 g,530 kcal/100 g,53 g/100 g,N/A,0.60 g/100 g,8 g/100 g,4 g/100 g,"Cartofi selectionati 66.6%, ulei de floarea soarelui 32%, sare 0.06%, plante aromatice sub forma de pudra (0.8%) in proportii variabile (cimbru, rozmarin, oregano).","Poate contine urme de soia, lapte, gluten si crustacee."
Goji deshidratat 100g,https://www.mega-image.ro/Dulciuri-si-snacks/Seminte-alune-si-fructe-uscate/Fructe-deshidratate-si-confiate/Goji-deshidratat-100g/p/1197,3.60 g/100 g,356 kcal/100 g,50 g/100 g,7.10 g/100 g,1.40 g/100 g,10.70 g/100 g,N/A,"Goji deshidratat (goji, conservant: DIOXID DE SULF).","Sulfiti. Poate contine urme de seminte de susan, soia, fructe cu coaja lemnoasa."
