Product name,link,nutritional_info/Grasimi,nutritional_info/Valoare energetica,nutritional_info/Glucide,nutritional_info/Fibre,nutritional_info/Sodiu,nutritional_info/Proteine,nutritional_info/Grasimi saturate,Ingrediente,Alergeni
Praline asortate cu ciocolata 170g,https://www.mega-image.ro/Dulciuri-si-snacks/Ciocolata/Praline-si-bomboane/Praline-asortate-cu-ciocolata-170g/p/16342,32.1 g/100 g,540 kcal/100 g,55 g/100 g,1.7 g/100 g,106.8 mg/100 g,7.6 g/100 g,18.4 g/100 g,"Praline cu alune umplute cu ciocolata cu lapte: ciocolata cu lapte 55% (zahar, LAPTE praf, unt de cacao, masa de cacao, emulgator (lecitina de SOIA), aroma identic naturala de vanilina). Praline cu alune cu 45% cacao (zahar, grasime vegetala de palmier), ALUNE, LAPTE praf, pudra de cacao, emulgator (lecitina de SOIA), aroma identic naturala de vanilina). Crema nuca de cocos umpluta cu ciocolata cu lapte: ciocolata cu lapte 50% (zahar, LAPTE praf, unt de cacao, masa de cacao, emulgator (lecitinade SOIA), aroma identic naturala de vanilina), crema nuca de cocos 50% (zahar, grasime vegetala de palmier, LAPTE praf, cocos, emulgator (lecitina de SOIA), aroma identic naturala de vanilina). Caramele umplute cu ciocolata cu lapte: ciocolata cu LAPTE 65% (zahar, LAPTE praf, unt de cacao, masa de cacao, emulgator: lecitina de SOIA, aroma identic naturala de vanilina, caramel 35% (sirop de glucoza, LAPTE condensat indulcit degresat, apa, zahar, grasime vegetala de palmier, amidon modificat.","Contine: alune, lapte si soia."
Ciocolata cu lapte cu strat crocant de migdale caramelizate 100g,https://www.mega-image.ro/Dulciuri-si-snacks/Ciocolata/Tablete/Ciocolata-cu-lapte-cu-strat-crocant-de-migdale-caramelizate-100g/p/69720,29 g/100 g,515 kcal/100 g,55 g/100 g,N/A,0.10 g/100 g,5.7 g/100 g,19 g/100 g,"Zahar, strat crocant 30% cu MIGDALE caramelizate (zahar, MIGDALE feliate 27%, sirop de glucoza, SMANTANA, materie grasa lactata anhidra), unt de cacao, masa de cacao, LAPTE praf integral, LAPTE praf degresat, emulsifiant (lecitine (contine SOIA)), ALUNE DE PADURE, fistic, extract de malt din ORZ, arome.","Migdale, lapte, soia, orz. Poate contine urme de nuci."
Praline din ciocolata amaruie Espresso 120g,https://www.mega-image.ro/Dulciuri-si-snacks/Ciocolata/Praline-si-bomboane/Praline-din-ciocolata-amaruie-Espresso-120g/p/16527,35 g/100 g,543 kcal/100 g,50 g/100 g,N/A,0.01 g/100 g,4.2 g/100 g,23 g/100 g,"Zahar, masa de cacao, grasimi vegetale (palmier, shea), unt de cacao, cacao pudra 6.5%, materie grasa LACTATA anhidra, cafea macinata 0.7%, emulsifiant: lecitine (contine SOIA), aroma, aroma de vanilie naturala. Substanta uscata de cacao in ciocolata: 50% minimum.",Contine: lapte si soia. Poate contine urme de fructe cu coaja lemnoasa si gluten.
Ciocolata neagra bio 90g,https://www.mega-image.ro/Dulciuri-si-snacks/Ciocolata/Tablete/Ciocolata-neagra-bio-90g/p/54691,50 g/100 g,607 kcal/100 g,24 g/100 g,12 g/100 g,0.12 g/100 g,10 g/100 g,30 g/100 g,"Masa de cacao, unt de cacao, cacao degresata pudra, zahar din trestie de zahar, extract de vanilie. Cacao: min.85% in ciocolata neagra. Ingrediente provenite din agricultura ecologica.",Poate contine fructe cu coaja lemnoasa si lapte.
Ciocolata cu miez usor si crocant 192.5g,https://www.mega-image.ro/Dulciuri-si-snacks/Ciocolata/Praline-si-bomboane/Ciocolata-cu-miez-usor-si-crocant-192-5g/p/34631,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Ciocolata cu lapte 80g,https://www.mega-image.ro/Dulciuri-si-snacks/Ciocolata/Tablete/Ciocolata-cu-lapte-80g/p/54677,39.1 g/100 g,576 kcal/100 g,45.9 g/100 g,N/A,0.2 g/100 g,8.6 g/100 g,23.5 g/100 g,"Zahar, LAPTE praf integral, unt de cacao, masa de cacao, emulsifiant (lecitina din SOIA), aroma naturala de vanilie. Cacao in ciocolata cu lapte (minimum 34%).","Lapte. Poate contine urme de fructe cu coaja lemnoasa, oua si grau (gluten)."
Ciocolata cu lichior si trufe 90g,https://www.mega-image.ro/Dulciuri-si-snacks/Ciocolata/Tablete/Ciocolata-cu-lichior-si-trufe-90g/p/57967,40.7 g/100 g,575 kcal/100 g,45.2 g/100 g,1.3 g/100 g,0.25 g/100 g,5 g/100 g,24.3 g/100 g,"Zahar, unt de cacao, LAPTE praf integral, masa de cacao, uleiuri vegetale (ulei de palmier, ulei de shea, ulei de mango, ulei de seminte de bumbac, ulei de rapita, ulei de floarea soarelui, ulei de sal), lichior Original Bailey's Irish Cream (8%) (contine LAPTE, apa, LAPTE evaporat, LAPTE praf degresat, sirop de glucoza, agent de umectare (Sorbitol sirop), dextroza, emulsifiant (lecitina de SOIA), arome. Ciocolata cu lapte contine substanta uscata de cacao: min.3%, substanta uscata de laptemin. 14%.",Contine lapte si soia. Poate contine urme de fructe cu coaja lemnoasa.
Baton de ciocolata cu lapte si crema de capsuni 26.8g,https://www.mega-image.ro/Dulciuri-si-snacks/Ciocolata/Batoane/Baton-de-ciocolata-cu-lapte-si-crema-de-capsuni-26-8g/p/21504,24 g/100 g,485 kcal/100 g,63 g/100 g,N/A,0.17 g/100 g,3.6 g/100 g,14 g/100 g,"Zahar, grasimi vegetale(ulei de palmier, ulei de shea), unt de cacao, masa de cacao, sirop de glucoza-fructoza, sirop de glucoza, LAPTE praf integral, LAPTE praf degresat, agent de umezire(sirop de soribitol), pudra de smantana(din LAPTE), zer praf(din LAPTE), grasime din LAPTE, pudra de capsuni 0.1%(piure concentrat de capsuni, maltodextrina), acidifianti(acid lactic, acid citric), stabilizator, emulsifianti(lecitina din SOIA), poliricinoleat de poliglicerina, colorant(camina), arome.","Lapte, soia. Poate contine urme de arahide, fructe cu coaja lemnoasa, gluten, oua."
Ciocolata amaruie cu cirese 100g,https://www.mega-image.ro/Dulciuri-si-snacks/Ciocolata/Tablete/Ciocolata-amaruie-cu-cirese-100g/p/70860,23 g/100 g,461 kcal/100 g,58 g/100 g,N/A,0.01 g/100 g,3.39 g/100 g,15 g/100 g,"Zahar, cirese confiate 31%(cirese 16%, sirop de glucoza-fructoza de grau, zahar,suc de visine, concentrat vegetal: morcov negru si hibiscus, corector de aciditate: acid citric, arome naturale), masa de cacao, unt de cacao, emulsificator: lecitina din SOIA, aroma, aroma naturala de vanilie, grasimi din LAPTE. Substanta uscata de cacao in ciocolata: 50% minimum.","Contine: soia si gluten. Poate contine urme de: fructe nucifere, lapte, oua."
Ciocolata neagra cu zmeura 80g,https://www.mega-image.ro/Dulciuri-si-snacks/Ciocolata/Tablete/Ciocolata-neagra-cu-zmeura-80g/p/13343,34 g/100 g,538 kcal/100 g,49 g/100 g,N/A,0.01 g/100 g,4.3 g/100 g,22 g/100 g,"Zahar, masa de cacao, unt de cacao, zmeura liofilizata granule 1%, emulsifiant: lecitine (contine soia), arome naturale. Substanta uscata de cacao in ciocolata: 50% minimum.","Soia. Poate contine urme de fructe cu coaja lemnoasa, gluten si lapte."
Bomboane ciocolata 161g,https://www.mega-image.ro/Dulciuri-si-snacks/Ciocolata/Praline-si-bomboane/Bomboane-ciocolata-161g/p/53162,35 g/100 g,566 kcal/100 g,53.5 g/100 g,N/A,0.313 g/100 g,8.7 g/100 g,22.6 g/100 g,"Ciocolata alba 29.5% (unt de cacao, zahar, LAPTE praf degresat, UNT deshidratat, emulgator (lecitina din SOIA), vanilina), zahar, ulei de palmier, faina de GRAU, ALUNE (10.8%), LAPTE praf degresat (8.5%), LAPTE, praf integral (5.5%), ciocolata cu LAPTE 3.5% (zahar, unt de cacao, masa de cacao, LAPTE praf degresat, UNT deshidratat, emulgator (lecitina din SOIA), vanilina), cacao degresata pudra, emulgator (lecitina din SOIA), agenti de afanare (bicarbonat de sodiu, bicarbonat de amoniu), sare, vanilina.","Lapte, unt, soia, grau, alune."
Ciocolata amaruie 95% cacao 50g,https://www.mega-image.ro/Dulciuri-si-snacks/Ciocolata/Tablete/Ciocolata-amaruie-95-cacao-50g/p/16512,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Poate contine urme de fructe cu coaja lemnoasa, gluten, soia si lapte."
Praline Bijou din ciocolata neagra cu umplutura de alune de padure 175g,https://www.mega-image.ro/Dulciuri-si-snacks/Ciocolata/Praline-si-bomboane/Praline-Bijou-din-ciocolata-neagra-cu-umplutura-de-alune-de-padure-175g/p/81432,39 g/100 g,570 kcal/100 g,44 g/100 g,6.5 g/100 g,0.03 g/100 g,7.4 g/100 g,14 g/100 g,"ALUNE de padure 29%, zahar, masa de cacao, unt de cacao, LAPTE praf, unt anhidru (LAPTE), emulsifiant (lecitina din floarea soarelui), aroma naturala de vanilie.",Contine lapte si alune de padure. Poate contine alte fructe cu coaja lemnoasa.
Ciocolata traditionala cu cacao 72% 100g,https://www.mega-image.ro/Dulciuri-si-snacks/Ciocolata/Tablete/Ciocolata-traditionala-cu-cacao-72-100g/p/1953,26 g/100 g,399 kcal/100 g,34 g/100 g,N/A,0.04 g/100 g,6 g/100 g,14 g/100 g,"Masa de cacao, nectar granulat din flori de cocos, unt de cacao. Substanta uscata de cacao 72% minimum.",N/A
"Ciocolata cu lapte elvetiana cu nuga, miere si migdale 35g",https://www.mega-image.ro/Dulciuri-si-snacks/Ciocolata/Tablete/Ciocolata-cu-lapte-elvetiana-cu-nuga-miere-si-migdale-35g/p/2810,29 g/100 g,529 kcal/100 g,61 g/100 g,2.4 g/100 g,0.12 g/100 g,5.6 g/100 g,17 g/100 g,"Zahar, LAPTE praf integral, unt de cacao, masa de cacao, miere (3%), UNT concentrat (LAPTE), MIGDALE (1.6%), emulgator (lecitina de SOIA), albus de OU, aroma. Ciocolata cu lapte contine: substanta uscata de cacao: 28% minimum.","Contine lapte, migdale, ou si soia."
Ciocolata neagra cu crema de fistic si martipan 100g,https://www.mega-image.ro/Dulciuri-si-snacks/Ciocolata/Tablete/Ciocolata-neagra-cu-crema-de-fistic-si-martipan-100g/p/28301,35.6 g/100 g,548 kcal/100 g,50.4 g/100 g,N/A,0.018 g/100 g,6.5 g/100 g,21.5 g/100 g,"Zahar, masa de cacao, unt de cacao, MIGDALE (29% in crema de fistic & martipan), crema de cafea, umectant (sorbitol si invertaza), sirop de zahar invertit, UNT, LAPTE condensat zaharisit, brandy, LAPTE praf integral, emulgator: lecitina din floarea soarelui, FISTIC 3% in crema de fistic & martipan, alcool, ALUNE, LACTOZA, brandy de fructe, aroma naturala (alune).","Contine: migdale, lapte, lactoza, fistic, alune. Poate contine urme de grau, ou si soia."
Baton proteic cu caramel invelit in ciocolata de lapte 50g,https://www.mega-image.ro/Dulciuri-si-snacks/Ciocolata/Batoane/Baton-proteic-cu-caramel-invelit-in-ciocolata-de-lapte-50g/p/28583,11.3 g/100 g,378 kcal/100 g,52 g/100 g,N/A,0.71 g/100 g,20.2 g/100 g,6.6 g/100 g,"Ciocolata cu lapte 24% (zahar, unt de cacao, LAPTE praf degresat, masa de cacao, LACTOZA si proteina ZER pudra (LAPTE), grasime de palmier, ZER pudra (LAPTE), grasime din LAPTE, emulgatori (lecitina de SOIA, E476), extract de vanilie naturala), caramel 21% (LAPTE condensat indulcit, sirop de glucoza, sirop de zahar invertit, ulei de palmier, UNT (LAPTE), zahar,, emulgator (E471), stabilizator (pectina), sare, arome naturale), blend de proteina 18% (concentrat de proteine din ZER pudra (LAPTE), proteina de LAPTE, izolat proteic din LAPTE, emulgator (lecitina de SOIA)), umectant (glicerol), sirop de glucoza, LAPTE praf degresat, sirop de glucoza uscata, albus de OU, extract de malt de ORZ, arome, pudra de cacao cu continut redus de grasime, inulina, sare.","Contine lapte, soia, ou si gluten. Poate contine urme de migdale, alune de padure, arahide si nuci pecan."
"Cicolata cu crema rom, biscuiti si aroma de nuci 37g",https://www.mega-image.ro/Dulciuri-si-snacks/Ciocolata/Batoane/Cicolata-cu-crema-rom-biscuiti-si-aroma-de-nuci-37g/p/37615,31 g/100 g,529 kcal/100 g,56 g/100 g,N/A,0.10 g/100 g,4.20 g/100 g,17 g/100 g,N/A,"Lapte, grau, nuci, soia. Poate contine arahide, fructe cu coaja lemnoasa, cocos, oua."
Ciocolata amaruie cu martipan 112g,https://www.mega-image.ro/Dulciuri-si-snacks/Ciocolata/Tablete/Ciocolata-amaruie-cu-martipan-112g/p/14425,29.3 g/100 g,514 kcal/100 g,53.2 g/100 g,N/A,0.02 g/100 g,6.1 g/100 g,13.4 g/100 g,"Zahar, masa de cacao, MIGDALE macinate (13.9%), unt de cacao, grasimi de UNT, fructoza, sirop de glucoza, sirop de zahar invertit, dextroza, emulsifiant (lecitina din SOIA), aroma naturala, extract de vanilie.","Contine migdale, lapte si soia. Poate contine bucati de alune de padure, arahide si alte fructe cu coaja lemnoasa."
Praline asortate 175g,https://www.mega-image.ro/Dulciuri-si-snacks/Ciocolata/Praline-si-bomboane/Praline-asortate-175g/p/33464,37.9 g/100 g,569 kcal/100 g,46.8 g/100 g,4.7 g/100 g,0.09 g/100 g,7.2 g/100 g,14 g/100 g,"Zahar, ALUNE de padure, masa de cacao, unt de cacao, LAPTE praf, LAPTE praf degresat, UNT anhidru, ser de LAPTE praf, emulsifiant (lecitina de floarea soarelui), aroma naturala de vanilie.","Contine alune de padure, lapte. Poate contine alte fructe cu coaja lemnoasa."
Baton alb cu lapte si unt 80g,https://www.mega-image.ro/Dulciuri-si-snacks/Ciocolata/Batoane/Baton-alb-cu-lapte-si-unt-80g/p/36981,18.70 g/100 g,437 kcal/100 g,59.40 g/100 g,1.80 g/100 g,0.41 g/100 g,6.80 g/100 g,11.70 g/100 g,"Zahar, LAPTE praf mim. 37%, UNT mim. 15%(LAPTE), aroma de vanilie, conservant: sorbat de potasiu.","Lapte. Poate contine urme de arahide, seminte de susan, fructe cu coaja lemnoasa, ou."
Ciocolata cu lapte si alune 180g,https://www.mega-image.ro/Dulciuri-si-snacks/Ciocolata/Tablete/Ciocolata-cu-lapte-si-alune-180g/p/38254,36 g/100 g,560 kcal/100 g,48 g/100 g,N/A,0.19 g/100 g,8.4 g/100 g,19 g/100 g,"Zahar, LAPTE praf integral 21%, unt de cacao, masa de cacao, ALUNE de padure 10%, emulsifiant (lecitina de SOIA). Cacao: minimum 32%.","Contine lapte, alune de padure si soia. Poate contine urme de gluten, oua, arahide si alte fructe cu coaja lemnoasa."
Ciocolata cu lichior 187g,https://www.mega-image.ro/Dulciuri-si-snacks/Ciocolata/Praline-si-bomboane/Ciocolata-cu-lichior-187g/p/38124,24 g/100 g,460 kcal/100 g,56 g/100 g,N/A,N/A,2.6 g/100 g,15 g/100 g,"Zahar, masa de cacao, unt de cacao, apa, bauturi spirtoase 6% (whisky, vodca, lichior de portocale), alcool. Minim 50% substanta solida de cacao in ciocolata neagra.",Poate contine urme de lapte si de fructe cu coaja lemnoasa.
Ciocolata cu lapte si fistic 30g,https://www.mega-image.ro/Dulciuri-si-snacks/Ciocolata/Tablete/Ciocolata-cu-lapte-si-fistic-30g/p/13356,35 g/100 g,553 kcal/100 g,50 g/100 g,3.1 g/100 g,0.33 g/100 g,8.9 g/100 g,21 g/100 g,"Ciocolata cu lapte, zahar, LAPTE PRAF integral, unt de cacao, masa de cacao, LAPTE praf degresat, emulsifianti(lecitina de floarea-soarelui), poliricinoleat de poliglicerina), aroma(vanilina). Ciocolata cu lappte contine substanta uscata de cacao minimum 32%, substanta uscata din lapte minimum 25%, FISTIC 10%.","Lapte, fistic. Poate contine migdale, alune, gluten, soia, susan si arahide."
Praline de ciocolata asortate Black 180g,https://www.mega-image.ro/Dulciuri-si-snacks/Ciocolata/Praline-si-bomboane/Praline-de-ciocolata-asortate-Black-180g/p/27377,21 g/100 g,472 kcal/100 g,63 g/100 g,N/A,0.08 g/100 g,6.2 g/100 g,11 g/100 g,"Zahar, amidon de GRAU, faina de SOIA integrala, sirop de glucoza, unt de cacao, palm grasime, masa de cacao, sirop de glucoza-fructoza, LAPTE praf integral, zahar din LAPTE, dextroza, ARAHIDE 2%, ALUNE 0.6%, emulgator: lecitina de floarea-soarelui, umectant: invertazica, sojos pupeliu aliejus, sirop de zahar caramel, coaja de portocala 0.2%, faina de orez, arome: portocal, vanilina, caisa, amaretto, caramela, vanilie, ALUN si smantana (LAPTE), sare, acidifiant (acid citric. Substanta uscata dincacao: in ciocolata minim 35%. Substanta uscata din cacao: in ciocolata cu lapte minim 25%.","Contine: gluten, soia, lapte, arahide, alune. Poate contine urme de oua si alte nuci."
Trufe ciocolata cu lichior original 135g,https://www.mega-image.ro/Dulciuri-si-snacks/Ciocolata/Praline-si-bomboane/Trufe-ciocolata-cu-lichior-original-135g/p/57974,40.7 g/100 g,570 kcal/100 g,45.2 g/100 g,1.3 g/100 g,0.2 g/100 g,5 g/100 g,24.3 g/100 g,"Zahar, unt de cacao, LAPTE praf integral, uleiuri vegetale (ulei de palmier, ulei de shea, ulei de sal, ulei de mango, ulei de seminte de bumbac, ulei de rapita, ulei de floarea soarelui), lichior Original Baileys Irish Cream (8%)(contine LAPTE), masa de cacao, apa, LAPTE evaporat, LAPTE praf degresat, sirop de glucoza, agent de umectare (sorbitol sirop), dextroza, emulsifiant (lecitina de SOIA), arome.","Lapte, soia. Acest produs poate contine urme de fructe cu coaja lemnoasa."
Batoane de ciocolata cu lapte si nuga 6 batoane 6x30g,https://www.mega-image.ro/Dulciuri-si-snacks/Ciocolata/Batoane/Batoane-de-ciocolata-cu-lapte-si-nuga-6-batoane-6x30g/p/76075,24.0 g/100 g,470 kcal/100 g,57.5 g/100 g,1.6 g/100 g,0.11 g/100 g,6.2 g/100 g,N/A,"Sirop de glucoza, zahar, alune de padure (15%), lapte praf integral, masa de cacao, unt de cacao, grasimi vegetale, lactoza, zer praf indulcit, proteine din lapte, emulgator (lecitina din soia), sare, arome.","Contine: lapte, alune de padure, soia. Poate contine urme de alte nuci, arahide, ou si grau."
Praline ciocolata amaruie si cirese confiate 150g,https://www.mega-image.ro/Dulciuri-si-snacks/Ciocolata/Praline-si-bomboane/Praline-ciocolata-amaruie-si-cirese-confiate-150g/p/86044,30.82 g/100 g,516 kcal/100 g,53.20 g/100 g,N/A,N/A,6.41 g/100 g,N/A,"Zahar, masa de cacao, cirese confiate 20% (cirese 52%, sirop de glucoza-fructoza din grau, zahar, suc de visine, concentrat vegetal: morcov negru si hibiscus, corector de aciditate: acid citric, arome naturale), unt de cacao, grasimi vegetale, cacao pudra, emulsificator: lecitina din soia, aroma: extract natural de vanilie. Substanta uscata de cacao, in ciocolata 50% min.","Contine: soia si gluten. Poate contine urme de: fructe nucifere, lapte si oua."
Praline de ciocolata cu alune caramelizate 142g,https://www.mega-image.ro/Dulciuri-si-snacks/Ciocolata/Praline-si-bomboane/Praline-de-ciocolata-cu-alune-caramelizate-142g/p/62480,37.14 g/100 g,574 kcal/100 g,53.10 g/100 g,N/A,N/A,6.89 g/100 g,N/A,"Zahar, alune de padure intregi (23%), unt de cacao, lapte praf integral, masa de cacao, pasta de alune, lapte praf degresat, grasimi vegetale, emulsificator: lecitina din soia, aroma: extract natural de vanilie. Substanta uscata din cacao, in ciocolata: 30% min. Substanta uscata din lapte, in ciocolata: 18% min.","Contine: alune de padure, lapte, soia. Poate contine urme de: alte fructe nucifere, gluten si oua."
Mini tablete de ciocolata 100g,https://www.mega-image.ro/Dulciuri-si-snacks/Ciocolata/Praline-si-bomboane/Mini-tablete-de-ciocolata-100g/p/9886,23 g/100 g,476 kcal/100 g,61 g/100 g,N/A,0.13 g/100 g,3.7 g/100 g,14 g/100 g,"Zahar, masa de cacao, sirop de glucoza, unt de cacao, LAPTE condensat, grasimi vegetale in umplutura (miez de palmier, sambure de shea), stabilizator (sirop de sorbitol), bauturi spirtoase 1.2% (lichioruri, whisky, cognac), emulsifiant (lecitina), sirop, sare, arome, agent de ingrosare (pectina). Minimum 48% substanta solida de cacao in ciocolata amaruie. Continut alcool maximum 0.7%.",Lapte. Poate contine urme de fructe cu coaja lemnoasa si de gluten.
Praline cu cacao si cirese confiate Dark & Cherry 155g,https://www.mega-image.ro/Dulciuri-si-snacks/Ciocolata/Praline-si-bomboane/Praline-cu-cacao-si-cirese-confiate-Dark-and-Cherry-155g/p/6729,29 g/100 g,502 kcal/100 g,55 g/100 g,N/A,0.01 g/100 g,3.6 g/100 g,19 g/100 g,"Zahar, masa de cacao, cirese confiate 18% (cirese 52%, sirop de glucoza-fructoza, zahar, suc de visine, concentrat vegetal: morcov negru si hibiscus, corector de aciditate: acid citric, arome naturale), grasimi vegetale (palmier, shea), unt de cacao, cacao pudra 6%, grasimi din LAPTE, emulsifiant: lecitine (contine SOIA), aroma, aroma de vanilie naturala. Substanta uscata de cacao in ciocolata: 50% minimum.",Contine lapte si soia. Poate contine urme de fructe cu coaja lemnoasa si gluten.
Trufe belgiene cu cacao 175g,https://www.mega-image.ro/Dulciuri-si-snacks/Ciocolata/Praline-si-bomboane/Trufe-belgiene-cu-cacao-175g/p/51228,38 g/100 g,562 kcal/100 g,48.7 g/100 g,5.1 g/100 g,0.11 g/100 g,3.8 g/100 g,34.1 g/100 g,"Zahar, grasimi vegetale (cocos, seminte de palmier, palmier), cacao pudra degresata (18.5%), ZER pudra, emulgator (lecitina din SOIA), tristearat de sorbitan. Aroma naturala de vanilie.",Contine soia si lapte. Poate contine urme de nuci si gluten.
Ciocolata amaruie cu migdale si sare de mare 180g,https://www.mega-image.ro/Dulciuri-si-snacks/Ciocolata/Tablete/Ciocolata-amaruie-cu-migdale-si-sare-de-mare-180g/p/54515,35 g/100 g,539 kcal/100 g,44 g/100 g,N/A,0.51 g/100 g,7.4 g/100 g,18.2 g/100 g,"Masa de cacao, zahar, unt de cacao, MIGDALE 10%, sare de mare 0.5%, emulsifiant: lecitina de SOIA. Cacao: min.51%.","Contine migdale si soia. Poate contine urme de arahide, oua, gluten, lapte si alte fructe cu coaja lemnoasa."
Ciocolata cu lapte 300g,https://www.mega-image.ro/Dulciuri-si-snacks/Ciocolata/Tablete/Ciocolata-cu-lapte-300g/p/36771,31 g/100 g,537 kcal/100 g,57 g/100 g,N/A,0.23 g/100 g,6.5 g/100 g,20 g/100 g,"Zahar, unt de cacao, LAPTE praf integral, masa de cacao, LACTOZA, LAPTE praf degresat, emulsifiant: lecitina din SOIA, extract de malt de ORZ, arome. Ciocolata cu lapte contine substanta uscata de cacao 31% minimum, substanta uscata din lapte 20% minimum.","Contine lapte, soia si gluten. Poate contine alune, migdale si alte fructe cu coaja tare."
Praline asortate 180g,https://www.mega-image.ro/Dulciuri-si-snacks/Ciocolata/Praline-si-bomboane/Praline-asortate-180g/p/16708,21 g/100 g,470 kcal/100 g,63 g/100 g,N/A,0.08 g/100 g,6.2 g/100 g,11 g/100 g,"Zahar, amidon de GRAU, faina integrala de SOIA, sirop glucozat, unt de cacao, grasime de palmier, masa de cacao, sirop de glucoza-fructoza, pudra de LAPTE integral, LACTOZA, dextroza, ARAHIDE, ALUNE, emulsifiant: lecitina, agent de umezire: invertaza, ulei de SOIA, sirop caramel, coji de portocala, faina din orez, aroma, acidifiant: acid citric, sare. Masa de invelis de ciocolata: ciocolata cu lapte: cacao min.25%, ciocolata: cacao min.35%.","Contine gluten, soia, lapte, arahide si alune. Poate contine urme de alte fructe cu coaja lemnoasa."
Ciocolata cu visine si polen 100g,https://www.mega-image.ro/Dulciuri-si-snacks/Ciocolata/Tablete/Ciocolata-cu-visine-si-polen-100g/p/1978,34 g/100 g,520 kcal/100 g,45 g/100 g,N/A,0.04 g/100 g,7 g/100 g,19 g/100 g,"Masa de cacao 72%, nectar granulat din flori de cocos, unt de cacao, visine deshidratate 10%, POLEN de albine 5%.",Contine polen de albine. Poate contine urme de fructe cu coaja tare.
Ciocolata cu lapte si crema de fistic 100g,https://www.mega-image.ro/Dulciuri-si-snacks/Ciocolata/Tablete/Ciocolata-cu-lapte-si-crema-de-fistic-100g/p/83631,37 g/100 g,570 kcal/100 g,53 g/100 g,N/A,0.113 g/100 g,6 g/100 g,21 g/100 g,"Zahar, unt de cacao, LAPTE praf integral, masa de cacao, ALUNE (27% in crema alune-nugat), LACTOZA, MIGDALE (29% in crema de fistic-martipan), sirop de zahar invertit, FISTIC (3% in crema de fistic-martipan), crema praf, grasime din UNT, umectant (sorbitol si invertaza), emulgator: lecitina din floarea soarelui, alcool, brandy de fructe.","Lapte, migdale, fistic. Paote contine urme de grau, ou, soia."
